,outcome_sum,n_failed_trap_rounds,bqp_error,expected_outcome,majority vote outcome
circuit000.qasm,54,26,0.3449277937115822,0,1
circuit001.qasm,51,27,0.6131662607362389,1,1
circuit003.qasm,54,25,0.7499999999999996,1,1
circuit004.qasm,56,34,0.6767766952966366,1,1
circuit006.qasm,57,22,0.9176237822087159,1,1
circuit009.qasm,45,23,0.1982233047033637,0,0
circuit011.qasm,39,32,0.6249999999999999,1,0
circuit017.qasm,48,30,0.1723349570550453,0,0
circuit018.qasm,38,30,0.3574793696318806,0,0
circuit022.qasm,50,25,0.32322330470336336,0,0
circuit026.qasm,51,26,0.190640783230886,0,1
circuit030.qasm,43,32,0.25000000000000044,0,0
circuit037.qasm,51,23,0.28661165235168196,0,1
circuit038.qasm,34,32,0.39438313196968466,0,0
circuit039.qasm,53,30,0.3071383476483189,0,1
circuit044.qasm,49,34,0.3996152937115822,0,0
circuit045.qasm,65,24,0.1528037070550451,0,1
circuit049.qasm,49,29,0.3383883476483188,0,0
circuit050.qasm,56,13,0.3857233047033629,0,1
circuit055.qasm,54,24,0.3674174785275225,0,1
circuit056.qasm,47,22,0.6379441738241589,1,0
circuit059.qasm,58,21,0.7499999999999996,1,1
circuit060.qasm,56,24,0.3416917502555425,0,1
circuit064.qasm,50,25,0.38281250000000017,0,0
circuit067.qasm,52,29,0.6010072827198008,1,1
circuit070.qasm,47,23,0.6075050033032217,1,0
circuit071.qasm,43,22,0.33126578323088574,0,0
circuit072.qasm,58,34,0.3750000000000002,0,1
circuit073.qasm,52,23,0.32322330470336347,0,1
circuit075.qasm,44,25,0.12500000000000078,0,0
circuit077.qasm,54,31,0.32322330470336325,0,1
circuit078.qasm,46,24,0.8383883476483179,1,0
circuit080.qasm,45,25,0.7354854345603978,1,0
circuit082.qasm,36,22,0.60061468481594,1,0
circuit083.qasm,60,35,0.12500000000000078,0,1
circuit088.qasm,49,20,0.620053739104047,1,0
circuit089.qasm,46,28,0.6249999999999998,1,0
circuit093.qasm,53,20,0.3321462392637617,0,1
circuit094.qasm,52,28,0.38415291308792077,0,1
circuit095.qasm,50,18,0.669194173824159,1,0
circuit097.qasm,46,24,0.37500000000000006,0,0
circuit098.qasm,54,27,0.6369963586400991,1,1
circuit099.qasm,44,29,0.2866116523516816,0,0
circuit101.qasm,54,31,0.8276650429449548,1,1
circuit103.qasm,59,21,0.2683058261758413,0,1
circuit105.qasm,42,19,0.6186092227760895,1,0
circuit111.qasm,53,25,0.3102791308792041,0,1
circuit114.qasm,55,19,0.7499999999999997,1,1
circuit119.qasm,54,20,0.2919733047033635,0,1
circuit121.qasm,48,27,0.38872936963188087,0,0
circuit122.qasm,49,29,0.6421280324642585,1,0
circuit123.qasm,49,29,0.6319291547163131,1,0
circuit125.qasm,47,31,0.1418701528627665,0,0
circuit127.qasm,55,20,0.3630001537256544,0,1
circuit132.qasm,48,21,0.7042354345603976,1,0
circuit133.qasm,54,19,0.9095673531442079,1,1
circuit134.qasm,47,15,0.28488952738362483,0,0
circuit135.qasm,42,31,0.3705385327198012,0,0
circuit136.qasm,49,24,0.713388347648318,1,0
circuit137.qasm,47,18,0.24463834764831893,0,0
circuit145.qasm,57,16,0.6249999999999997,1,1
circuit147.qasm,47,20,0.908470869120795,1,0
circuit148.qasm,55,20,0.20312500000000072,0,1
circuit150.qasm,51,30,0.6142766952966366,1,1
circuit151.qasm,50,18,0.9267766952966365,1,0
circuit152.qasm,45,24,0.7392766952966366,1,0
circuit154.qasm,52,35,0.6950825214724776,1,1
circuit155.qasm,49,28,0.618209948795454,1,0
circuit161.qasm,55,25,0.658293365334277,1,1
circuit164.qasm,49,26,0.9374999999999993,1,0
circuit165.qasm,55,27,0.6169575214724774,1,1
circuit166.qasm,42,31,0.2645145654396024,0,0
circuit172.qasm,45,26,0.6691941738241587,1,0
circuit173.qasm,49,23,0.28661165235168196,0,0
circuit174.qasm,51,20,0.9267766952966361,1,1
circuit178.qasm,41,29,0.3167512177912839,0,0
circuit180.qasm,49,25,0.6127736628323779,1,0
circuit181.qasm,53,24,0.8535533905932733,1,1
circuit182.qasm,59,24,0.6066941738241588,1,1
circuit186.qasm,47,32,0.25915291308792066,0,0
circuit191.qasm,51,31,0.6874999999999998,1,1
circuit197.qasm,54,19,0.7180222988241589,1,1
circuit200.qasm,47,26,0.66392369567995,1,0
circuit201.qasm,46,29,0.7271177172801987,1,0
circuit202.qasm,52,24,0.2995558261758411,0,1
circuit210.qasm,47,32,0.6483225107362383,1,0
circuit212.qasm,45,23,0.7163492924096971,1,0
circuit214.qasm,48,35,0.3986674785275226,0,0
circuit215.qasm,61,29,0.853553390593273,1,1
circuit216.qasm,54,26,0.8535533905932731,1,1
circuit224.qasm,46,23,0.294424152351682,0,0
circuit231.qasm,48,20,0.393305826175841,0,0
circuit232.qasm,47,28,0.37776213586401014,0,0
circuit234.qasm,48,24,0.6727891356084676,1,0
circuit237.qasm,51,28,0.7567496955521786,1,1
circuit240.qasm,56,26,0.37196025549589073,0,1
circuit241.qasm,53,21,0.12886848440672682,0,1
circuit242.qasm,57,19,0.7196978151840593,1,1
circuit243.qasm,48,22,0.6249999999999997,1,0
circuit244.qasm,50,23,0.24777913087920445,0,0
